Gene stable ID,WikiGene name
ENSMMUG00000002789,SLC25A24
ENSMMUG00000021073,RASAL2
ENSMMUG00000018136,KCNJ6
ENSMMUG00000016111,C1H1orf50
ENSMMUG00000004686,DNAJC11
ENSMMUG00000007973,POLQ
ENSMMUG00000048503,KRTCAP2
ENSMMUG00000014045,PTPN23
ENSMMUG00000006187,ANGPTL7
ENSMMUG00000021703,TARBP1
ENSMMUG00000022381,P3H1
ENSMMUG00000013219,SLC50A1
ENSMMUG00000003728,SLC30A7
ENSMMUG00000008786,IFT57
ENSMMUG00000018131,DYRK1A
ENSMMUG00000002047,THAP3
ENSMMUG00000000643,MIER1
ENSMMUG00000054486,TEX35
ENSMMUG00000014046,SCAP
ENSMMUG00000002218,RAP1GAP
ENSMMUG00000058771,PHF13
ENSMMUG00000018544,SKAP2
ENSMMUG00000019266,CHDH
ENSMMUG00000003825,PCBP3
ENSMMUG00000013129,PPIH
ENSMMUG00000019321,SRM
ENSMMUG00000019267,IL17RB
ENSMMUG00000020156,CD1D
ENSMMUG00000008791,CD47
ENSMMUG00000007459,MASP2
ENSMMUG00000021702,COA6
ENSMMUG00000032281,ZBTB48
ENSMMUG00000006962,VPS26C
ENSMMUG00000017551,RALGPS2
ENSMMUG00000019269,ACTR8
ENSMMUG00000009373,AKIRIN1
ENSMMUG00000006553,DVL3
ENSMMUG00000007456,TARDBP
ENSMMUG00000014333,PRPF38A
ENSMMUG00000023230,SNX10
ENSMMUG00000003191,KIRREL1
ENSMMUG00000006226,SLC35F3
ENSMMUG00000018183,TAS1R1
ENSMMUG00000011161,STXBP5L
ENSMMUG00000032188,RHBDL2
ENSMMUG00000023681,NOL9
ENSMMUG00000017553,ANGPTL1
ENSMMUG00000008197,NTNG1
ENSMMUG00000040322,CBX3
ENSMMUG00000001034,ZMYND12
ENSMMUG00000022429,KCNK1
ENSMMUG00000006557,AP2M1
ENSMMUG00000023634,RRAGC
ENSMMUG00000006260,FAM20B
ENSMMUG00000023678,PLEKHG5
ENSMMUG00000014329,CC2D1B
ENSMMUG00000056699,BHLHE40
ENSMMUG00000004477,SLC19A1
ENSMMUG00000051992,RIMKLA
ENSMMUG00000002217,ALPL
ENSMMUG00000009226,MAP3K21
ENSMMUG00000006261,TOR3A
ENSMMUG00000003619,HNRNPA2B1
ENSMMUG00000000637,SGIP1
ENSMMUG00000006262,ABL2
ENSMMUG00000001596,GTF2E1
ENSMMUG00000008810,ARL8B
ENSMMUG00000014138,FOXJ3
ENSMMUG00000056038,PRMT6
ENSMMUG00000046969,FCRL3
ENSMMUG00000019979,PEX14
ENSMMUG00000018949,VWA5B2
ENSMMUG00000023340,ADAM15
ENSMMUG00000012615,PCNX2
ENSMMUG00000003615,NFE2L3
ENSMMUG00000003768,SOAT1
ENSMMUG00000015566,HLCS
ENSMMUG00000022882,HES2
ENSMMUG00000018951,ALG3
ENSMMUG00000032254,DFFA
ENSMMUG00000004472,COL18A1
ENSMMUG00000001594,RABL3
ENSMMUG00000019597,TBL1XR1
ENSMMUG00000011231,GRM7
ENSMMUG00000004094,ACOT7
ENSMMUG00000007490,PDE4B
ENSMMUG00000056702,DPH5
ENSMMUG00000015661,PTPRU
ENSMMUG00000045118,LOC114669773
ENSMMUG00000045118,AMY2B
ENSMMUG00000023029,PGD
ENSMMUG00000003442,ZNF326
ENSMMUG00000008787,BBX
ENSMMUG00000018417,LRTM1
ENSMMUG00000018956,CAMK2N2
ENSMMUG00000001592,NDUFB4
ENSMMUG00000012828,LRRC8D
ENSMMUG00000022906,VCAM1
ENSMMUG00000063981,NTPCR
ENSMMUG00000016033,TDRD5
ENSMMUG00000061281,WNT5A
ENSMMUG00000008003,LRRC8C
ENSMMUG00000055256,FAM163A
ENSMMUG00000000800,PSMD2
ENSMMUG00000055443,GPR88
ENSMMUG00000012436,ARHGEF11
ENSMMUG00000003265,LEPR
ENSMMUG00000017707,LRRC8B
ENSMMUG00000018039,RNPC3
ENSMMUG00000002925,FSTL1
ENSMMUG00000031279,TOR1AIP2
ENSMMUG00000015659,MECR
ENSMMUG00000000075,LRRC58
ENSMMUG00000007110,SRSF4
ENSMMUG00000023339,DCST1
ENSMMUG00000004103,COL11A1
ENSMMUG00000001981,GPR156
ENSMMUG00000008852,HP1BP3
ENSMMUG00000000663,LOC695158
ENSMMUG00000000663,GBP7
ENSMMUG00000014873,TOR1AIP1
ENSMMUG00000003216,ZMAT3
ENSMMUG00000023336,DCST2
ENSMMUG00000012068,SIPA1L2
ENSMMUG00000012381,MMEL1
ENSMMUG00000004053,ZBTB7B
ENSMMUG00000003264,LEPROT
ENSMMUG00000005188,PIK3CA
ENSMMUG00000001980,GSK3B
ENSMMUG00000002863,TFG
ENSMMUG00000013119,DISC1
ENSMMUG00000002135,CEP350
ENSMMUG00000010695,ADARB1
ENSMMUG00000006780,OLFM3
ENSMMUG00000002818,CCDC66
ENSMMUG00000001976,NR1I2
ENSMMUG00000002862,ADGRG7
ENSMMUG00000005187,KCNMB3
ENSMMUG00000063558,HES5
ENSMMUG00000016204,TSNAX
ENSMMUG00000006581,SHC1
ENSMMUG00000042059,S1PR1
ENSMMUG00000002861,TMEM45A
ENSMMUG00000007503,FAM131A
ENSMMUG00000014686,PANK4
ENSMMUG00000000906,COX17
ENSMMUG00000007507,CLCN2
ENSMMUG00000004079,MFN1
ENSMMUG00000006579,PYGO2
ENSMMUG00000000905,POPDC2
ENSMMUG00000012343,ZNF12
ENSMMUG00000012424,NTRK1
ENSMMUG00000017327,SLAMF7
ENSMMUG00000005244,SPRTN
ENSMMUG00000053804,LNP1
ENSMMUG00000015812,CD48
ENSMMUG00000006576,PBXIP1
ENSMMUG00000000902,PLA1A
ENSMMUG00000014643,TSPYL4
ENSMMUG00000020025,TOMM70
ENSMMUG00000002820,TASOR
ENSMMUG00000015809,SLAMF1
ENSMMUG00000007524,POLR2H
ENSMMUG00000018795,KYAT3
ENSMMUG00000004083,GNB4
ENSMMUG00000038892,ZNF853
ENSMMUG00000037887,RBMXL1
ENSMMUG00000005801,GNPAT
ENSMMUG00000020024,NIT2
ENSMMUG00000015470,CD84
ENSMMUG00000017793,KCNN3
ENSMMUG00000002794,GTF2B
ENSMMUG00000015601,SLAMF6
ENSMMUG00000015545,ZDHHC4
ENSMMUG00000003636,BTF3L4
ENSMMUG00000011391,OPRD1
ENSMMUG00000011391,YTHDF2
ENSMMUG00000000951,ITGB2
ENSMMUG00000020295,VANGL2
ENSMMUG00000012348,PEX10
ENSMMUG00000010918,PRCC
ENSMMUG00000010163,ARHGEF3
ENSMMUG00000007528,CHRD
ENSMMUG00000016093,ADAR
ENSMMUG00000012014,TIMMDC1
ENSMMUG00000020588,PKN2
ENSMMUG00000011390,GMEB1
ENSMMUG00000016602,IL17RD
ENSMMUG00000021856,NCSTN
ENSMMUG00000040660,HDGF
ENSMMUG00000023099,LRPAP1
ENSMMUG00000009742,ACTL6A
ENSMMUG00000020026,TBC1D23
ENSMMUG00000017449,TRIM67
ENSMMUG00000046352,PTTG1IP
ENSMMUG00000007224,HESX1
ENSMMUG00000000039,MRPL24
ENSMMUG00000008191,FAM89A
ENSMMUG00000011577,PLOD2
ENSMMUG00000030415,KDELR2
ENSMMUG00000021865,NHLH1
ENSMMUG00000005892,ARV1
ENSMMUG00000050311,TAF12
ENSMMUG00000048545,SUMO3
ENSMMUG00000012012,POGLUT1
ENSMMUG00000012051,ACBD6
ENSMMUG00000009744,MRPL47
ENSMMUG00000050535,MRPS33
ENSMMUG00000012346,RER1
ENSMMUG00000010292,DAGLB
ENSMMUG00000039085,APPL1
ENSMMUG00000009746,NDUFB5
ENSMMUG00000045077,UBE2G2
ENSMMUG00000005888,TTC13
ENSMMUG00000004738,NRDC
ENSMMUG00000008182,CDC40
ENSMMUG00000002939,CMSS1
ENSMMUG00000000037,ISG20L2
ENSMMUG00000012345,MORN1
ENSMMUG00000006561,TRNAU1AP
ENSMMUG00000008184,METTL24
ENSMMUG00000021854,COPA
ENSMMUG00000000577,AKAP7
ENSMMUG00000002295,CRABP2
ENSMMUG00000021389,PDK4
ENSMMUG00000009625,CCDC136
ENSMMUG00000023012,VTA1
ENSMMUG00000003594,USP13
ENSMMUG00000016089,CHRNB2
ENSMMUG00000012010,TMEM39A
ENSMMUG00000016219,TRPV6
ENSMMUG00000010280,SKI
ENSMMUG00000008016,ASB4
ENSMMUG00000054098,SMPDL3A
ENSMMUG00000022555,GALNT17
ENSMMUG00000005648,LGSN
ENSMMUG00000008014,PON2
ENSMMUG00000012848,XPR1
ENSMMUG00000005159,TMEM106B
ENSMMUG00000017540,ARG1
ENSMMUG00000017093,BCAN
ENSMMUG00000002935,COL8A1
ENSMMUG00000007976,PLSCR4
ENSMMUG00000044958,ADGRG6
ENSMMUG00000012009,ARHGAP31
ENSMMUG00000018176,CLVS2
ENSMMUG00000019547,UBE2Q1
ENSMMUG00000004347,ADTRP
ENSMMUG00000003167,CYTH3
ENSMMUG00000048894,LLCFC1
ENSMMUG00000017383,LMO4
ENSMMUG00000006512,MAP3K7
ENSMMUG00000008013,PON3
ENSMMUG00000021008,ASB14
ENSMMUG00000003833,RASSF6
ENSMMUG00000020637,CDK19
ENSMMUG00000008011,PON1
ENSMMUG00000019216,PHACTR4
ENSMMUG00000003282,PDE6B
ENSMMUG00000005882,CAPN9
ENSMMUG00000003592,B4GALT4
ENSMMUG00000049755,LRRC3
ENSMMUG00000005676,CCR6
ENSMMUG00000021147,RBM46
ENSMMUG00000003831,AFM
ENSMMUG00000014056,HS2ST1
ENSMMUG00000001150,PRIM2
ENSMMUG00000021755,PLSCR1
ENSMMUG00000019545,TDRD10
ENSMMUG00000000827,USP38
ENSMMUG00000005881,AGT
ENSMMUG00000000535,AMD1
ENSMMUG00000018911,PRKCZ
ENSMMUG00000010353,MED18
ENSMMUG00000002624,GPATCH4
ENSMMUG00000005967,TAS2R40
ENSMMUG00000003830,AFP
ENSMMUG00000020019,KIAA1614
ENSMMUG00000009736,BACH2
ENSMMUG00000005877,COG2
ENSMMUG00000003595,PEX5L
ENSMMUG00000012694,THSD7A
ENSMMUG00000006296,FLNC
ENSMMUG00000022980,SHE
ENSMMUG00000004175,TRPM2
ENSMMUG00000002869,TFAP2B
ENSMMUG00000019993,SESN2
ENSMMUG00000013322,NKAIN2
ENSMMUG00000008008,PPP1R9A
ENSMMUG00000008075,IGSF11
ENSMMUG00000018003,RAB23
ENSMMUG00000002623,NAXE
ENSMMUG00000005673,RNASET2
ENSMMUG00000004624,SYNJ1
ENSMMUG00000012628,TMEM139
ENSMMUG00000012628,GSTK1
ENSMMUG00000017544,MED23
ENSMMUG00000022978,IL6R
ENSMMUG00000002867,TFAP2D
ENSMMUG00000020021,STX6
ENSMMUG00000003709,MTFR2
ENSMMUG00000007998,HIVEP2
ENSMMUG00000013788,GPR37L1
ENSMMUG00000018678,ATP5IF1
ENSMMUG00000012624,PCGF3
ENSMMUG00000016135,NEDD9
ENSMMUG00000002287,PGBD5
ENSMMUG00000009330,DDR2
ENSMMUG00000017080,DNAJC8
ENSMMUG00000003134,RNF217
ENSMMUG00000021532,RPF2
ENSMMUG00000003827,ALB
ENSMMUG00000039078,PLSCR5
ENSMMUG00000005670,RPS6KA2
ENSMMUG00000006430,AIG1
ENSMMUG00000002621,IQGAP3
ENSMMUG00000063261,PTAFR
ENSMMUG00000023364,ATP8B2
ENSMMUG00000000949,FGF12
ENSMMUG00000013789,PTPN7
ENSMMUG00000002285,GALNT2
ENSMMUG00000023667,AMPH
ENSMMUG00000020023,MR1
ENSMMUG00000009182,CASP8AP2
ENSMMUG00000000828,GAB1
ENSMMUG00000017841,DCAF8
ENSMMUG00000005016,CPLX1
ENSMMUG00000050165,ADAT2
ENSMMUG00000046520,SMIM13
ENSMMUG00000063626,LHFPL5
ENSMMUG00000015686,ABHD16A
ENSMMUG00000031286,IER5
ENSMMUG00000013790,LGR6
ENSMMUG00000002614,SLIT2
ENSMMUG00000043809,CASP2
ENSMMUG00000019106,CDC14A
ENSMMUG00000004735,OSBPL9
ENSMMUG00000062110,TPD52L1
ENSMMUG00000005365,PEX3
ENSMMUG00000015843,TMEM248
ENSMMUG00000019514,UAP1
ENSMMUG00000013840,NFIA
ENSMMUG00000011739,MPC1
ENSMMUG00000009509,URB2
ENSMMUG00000020895,PHF14
ENSMMUG00000013795,UBE2T
ENSMMUG00000009008,PHTF2
ENSMMUG00000011736,SFT2D1
ENSMMUG00000016696,MEF2D
ENSMMUG00000014781,ADRA2C
ENSMMUG00000018582,ZNF451
ENSMMUG00000018582,KIAA1586
ENSMMUG00000014498,CACNA1E
ENSMMUG00000004741,ZIC4
ENSMMUG00000005366,FUCA2
ENSMMUG00000015330,CCDC50
ENSMMUG00000010814,HAX1
ENSMMUG00000005863,NMNAT1
ENSMMUG00000004742,ZIC1
ENSMMUG00000005294,CSNK2B
ENSMMUG00000018172,RPA2
ENSMMUG00000009508,TAF5L
ENSMMUG00000011520,FKBP5
ENSMMUG00000030421,PMS2
ENSMMUG00000018478,IRF5
ENSMMUG00000045200,CCDC39
ENSMMUG00000012632,CLCN1
ENSMMUG00000019513,UHMK1
ENSMMUG00000005346,PHACTR2
ENSMMUG00000007719,GCM2
ENSMMUG00000013292,LZIC
ENSMMUG00000017670,PACRGL
ENSMMUG00000017838,PEA15
ENSMMUG00000019086,GABRD
ENSMMUG00000018170,THEMIS2
ENSMMUG00000021533,REV3L
ENSMMUG00000031732,CSPG5
ENSMMUG00000005532,MAK
ENSMMUG00000046051,GLYATL3
ENSMMUG00000020894,NDUFA4
ENSMMUG00000016919,GAK
ENSMMUG00000001744,TPST1
ENSMMUG00000010810,UBAP2L
ENSMMUG00000015972,CYP2J2
ENSMMUG00000048193,CENPQ
ENSMMUG00000056833,CASQ1
ENSMMUG00000015317,HDDC2
ENSMMUG00000003710,BCLAF1
ENSMMUG00000012633,FAM131B
ENSMMUG00000010304,CFAP298
ENSMMUG00000008511,SH2D1B
ENSMMUG00000004311,TNPO3
ENSMMUG00000017965,RHBG
ENSMMUG00000018788,TMEM14B
ENSMMUG00000018788,TMEM14C
ENSMMUG00000046004,UTS2B
ENSMMUG00000012252,PPP1R8
ENSMMUG00000012252,STX12
ENSMMUG00000009345,SMARCC1
ENSMMUG00000014785,SNRNP48
ENSMMUG00000051030,TSACC
ENSMMUG00000013995,RGS18
ENSMMUG00000042262,NOS1AP
ENSMMUG00000003998,PPP1R12B
ENSMMUG00000016394,SGCE
ENSMMUG00000023614,PDE10A
ENSMMUG00000009711,NXPH1
ENSMMUG00000020068,OSTN
ENSMMUG00000012635,ZYX
ENSMMUG00000015907,RPL10A
ENSMMUG00000053773,HEY2
ENSMMUG00000012850,HOOK1
ENSMMUG00000022091,NUP133
ENSMMUG00000017833,ATP1A2
ENSMMUG00000017833,ATP1A4
ENSMMUG00000019034,CCT3
ENSMMUG00000003464,MDN1
ENSMMUG00000017788,HOPX
ENSMMUG00000011871,ASL
ENSMMUG00000023659,STARD3NL
ENSMMUG00000015906,FANCE
ENSMMUG00000008776,PRDX6
ENSMMUG00000010295,URB1
ENSMMUG00000003319,FREM3
ENSMMUG00000014784,DSP
ENSMMUG00000005435,ICA1
ENSMMUG00000030380,KCNIP4
ENSMMUG00000022562,IL1RAP
ENSMMUG00000015904,PPARD
ENSMMUG00000003719,PTCHD4
ENSMMUG00000005521,GYG1
ENSMMUG00000004290,NCOA7
ENSMMUG00000061586,C4H6orf52
ENSMMUG00000013751,OPN5
ENSMMUG00000001896,GNB1
ENSMMUG00000004168,AIRE
ENSMMUG00000023042,OLFML2B
ENSMMUG00000016393,CASD1
ENSMMUG00000020132,GCNT2
ENSMMUG00000002387,FGGY
ENSMMUG00000003750,PLAGL1
ENSMMUG00000052741,TMEM207
ENSMMUG00000022086,ACTA1
ENSMMUG00000007409,DSE
ENSMMUG00000007409,CALHM6
ENSMMUG00000010167,NME8
ENSMMUG00000017955,ADGRF4
ENSMMUG00000018671,CLDN16
ENSMMUG00000021162,CDS1
ENSMMUG00000012109,TSPAN33
ENSMMUG00000004829,BCKDHB
ENSMMUG00000003363,KLF3
ENSMMUG00000019443,STX11
ENSMMUG00000001915,CLDN1
ENSMMUG00000013955,TCAF2
ENSMMUG00000017722,CCSAP
ENSMMUG00000000090,SMG5
ENSMMUG00000007413,TRAPPC3L
ENSMMUG00000012243,FAM76A
ENSMMUG00000006186,TFAP2A
ENSMMUG00000003373,TLR10
ENSMMUG00000050565,QRFPR
ENSMMUG00000003700,KNG1
ENSMMUG00000012110,SMO
ENSMMUG00000040368,GPR141
ENSMMUG00000007414,CALHM4
ENSMMUG00000000623,P3H2
ENSMMUG00000000789,COX18
ENSMMUG00000015577,RIOK1
ENSMMUG00000004049,ATF6
ENSMMUG00000004049,DUSP12
ENSMMUG00000016754,TLR1
ENSMMUG00000009007,TMEM60
ENSMMUG00000008572,CENPL
ENSMMUG00000005136,TCAF1
ENSMMUG00000023559,ZNF76
ENSMMUG00000017720,RAB4A
ENSMMUG00000007415,RWDD1
ENSMMUG00000014150,CCN2
ENSMMUG00000002418,TLR6
ENSMMUG00000045449,GLCCI1
ENSMMUG00000049558,BRI3
ENSMMUG00000019358,AHCYL2
ENSMMUG00000007968,HHIP
ENSMMUG00000001805,RSPH4A
ENSMMUG00000015575,CAGE1
ENSMMUG00000004471,FAM114A1
ENSMMUG00000022798,DARS2
ENSMMUG00000003820,DHX30
ENSMMUG00000009614,STAC
ENSMMUG00000000987,DLEC1
ENSMMUG00000013276,BAIAP2L1
ENSMMUG00000059677,MRAP
ENSMMUG00000041612,THEGL
ENSMMUG00000001806,ZUP1
ENSMMUG00000005526,HLTF
ENSMMUG00000000795,BEND6
ENSMMUG00000021248,SLC12A9
ENSMMUG00000004898,STOX2
ENSMMUG00000042110,UMAD1
ENSMMUG00000031542,IGSF8
ENSMMUG00000017977,ADAMTS3
ENSMMUG00000059707,MIS18A
ENSMMUG00000005302,BAG6
ENSMMUG00000016466,TP63
ENSMMUG00000016466,TPRG1
ENSMMUG00000011454,IFI6
ENSMMUG00000002419,TMEM156
ENSMMUG00000039654,COL1A2
ENSMMUG00000011800,MYSM1
ENSMMUG00000000854,RPA3
ENSMMUG00000019359,STRIP2
ENSMMUG00000023557,SCUBE3
ENSMMUG00000017952,CD2AP
ENSMMUG00000004994,STX7
ENSMMUG00000010672,SLC35B3
ENSMMUG00000010805,TPM3
ENSMMUG00000057995,RHOU
ENSMMUG00000021252,TRIP6
ENSMMUG00000015959,ARPP21
ENSMMUG00000048955,KPNA5
ENSMMUG00000016376,MAP3K5
ENSMMUG00000017438,DCBLD2
ENSMMUG00000012917,HUNK
ENSMMUG00000016368,SRP72
ENSMMUG00000022801,ZBTB37
ENSMMUG00000014434,FGR
ENSMMUG00000011970,NPTX2
ENSMMUG00000010134,ARHGEF5
ENSMMUG00000010879,NADK
ENSMMUG00000004432,ANAPC10
ENSMMUG00000046470,KCNJ10
ENSMMUG00000002147,SSR1
ENSMMUG00000004291,HINT3
ENSMMUG00000019438,UTRN
ENSMMUG00000047089,PIGM
ENSMMUG00000019105,RTCA
ENSMMUG00000011836,PTN
ENSMMUG00000000629,SERPINC1
ENSMMUG00000058224,SMKR1
ENSMMUG00000018350,ICMT
ENSMMUG00000040123,COL28A1
ENSMMUG00000005569,GBA3
ENSMMUG00000004707,SLAMF9
ENSMMUG00000004433,ABCE1
ENSMMUG00000009868,AHDC1
ENSMMUG00000004902,SLC25A44
ENSMMUG00000004902,BGLAP
ENSMMUG00000038166,RNF207
ENSMMUG00000002174,TRAF3IP2
ENSMMUG00000003072,GPRC6A
ENSMMUG00000012377,TMEM130
ENSMMUG00000041919,NRF1
ENSMMUG00000004706,IGSF9
ENSMMUG00000004293,TRMT11
ENSMMUG00000017436,ST3GAL6
ENSMMUG00000021255,SRRT
ENSMMUG00000001712,SCAF4
ENSMMUG00000038560,BLOC1S5
ENSMMUG00000038560,TXNDC5
ENSMMUG00000008650,TPK1
ENSMMUG00000000990,ACAA1
ENSMMUG00000000630,RC3H1
ENSMMUG00000015087,IRF2
ENSMMUG00000017189,RFX6
ENSMMUG00000018347,RPL22
ENSMMUG00000023241,GC
ENSMMUG00000015089,VNN1
ENSMMUG00000001844,PPARGC1A
ENSMMUG00000007852,RREB1
ENSMMUG00000014389,CDC5L
ENSMMUG00000022762,OMA1
ENSMMUG00000002932,DPT
ENSMMUG00000005303,APOM
ENSMMUG00000003823,MAP4
ENSMMUG00000054913,C1GALT1
ENSMMUG00000021720,TCP11
ENSMMUG00000004901,SEMA4A
ENSMMUG00000023737,VGLL2
ENSMMUG00000012961,MIB2
ENSMMUG00000015091,VNN2
ENSMMUG00000021078,ATP1B1
ENSMMUG00000017586,RAB13
ENSMMUG00000016366,PAICS
ENSMMUG00000017017,FYN
ENSMMUG00000005297,PRRC2A
ENSMMUG00000015772,CNTNAP2
ENSMMUG00000019157,ASNS
ENSMMUG00000000996,OXSR1
ENSMMUG00000004437,OTUD4
ENSMMUG00000011905,TNFRSF21
ENSMMUG00000005528,HPS3
ENSMMUG00000040609,TAGLN2
ENSMMUG00000021079,NME7
ENSMMUG00000013236,SLC18B1
ENSMMUG00000016362,PPAT
ENSMMUG00000002756,WDR19
ENSMMUG00000009550,GPR15
ENSMMUG00000014388,SPATS1
ENSMMUG00000040063,FNDC10
ENSMMUG00000021718,ANKS1A
ENSMMUG00000021600,BMP6
ENSMMUG00000016029,SLC4A4
ENSMMUG00000003775,FCGR2B
ENSMMUG00000003775,FCGR2A
ENSMMUG00000022983,ADGRF1
ENSMMUG00000011342,CFAP45
ENSMMUG00000014823,TAC1
ENSMMUG00000000777,DST
ENSMMUG00000005008,CREB3L4
ENSMMUG00000009549,CLDND1
ENSMMUG00000017542,UBE2H
ENSMMUG00000029416,CENPW
ENSMMUG00000016838,CHD5
ENSMMUG00000006480,SLC22A13
ENSMMUG00000000007,BET1
ENSMMUG00000016096,LMNA
ENSMMUG00000009637,DHX15
ENSMMUG00000049735,AIF1
ENSMMUG00000016360,AASDH
ENSMMUG00000022995,DAB1
ENSMMUG00000019571,TIAM1
ENSMMUG00000012582,CCN6
ENSMMUG00000015355,RSPO3
ENSMMUG00000006155,ZC3HC1
ENSMMUG00000021080,BLZF1
ENSMMUG00000058568,ACHE
ENSMMUG00000014387,AARS2
ENSMMUG00000004001,SYT2
ENSMMUG00000014920,SDHAF3
ENSMMUG00000008854,NCR3
ENSMMUG00000012581,TUBE1
ENSMMUG00000023002,ADGRF5
ENSMMUG00000005010,JTB
ENSMMUG00000013237,RPS12
ENSMMUG00000005529,CP
ENSMMUG00000017221,TMEM175
ENSMMUG00000002612,SOD3
ENSMMUG00000015354,RNF146
ENSMMUG00000009325,KLHDC10
ENSMMUG00000004842,SLC22A14
ENSMMUG00000017558,DCBLD1
ENSMMUG00000012123,SNCA
ENSMMUG00000005977,GABRR3
ENSMMUG00000030337,ABRAXAS1
ENSMMUG00000014319,CALCR
ENSMMUG00000001565,RABGAP1L
ENSMMUG00000063166,LYRM2
ENSMMUG00000004127,SEM1
ENSMMUG00000001074,ULK4
ENSMMUG00000018444,DUSP23
ENSMMUG00000008849,LTB
ENSMMUG00000005005,CRTC2
ENSMMUG00000022306,RAB25
ENSMMUG00000017222,DGKQ
ENSMMUG00000001248,F13A1
ENSMMUG00000021715,TAF11
ENSMMUG00000004847,XYLB
ENSMMUG00000005269,TRAPPC10
ENSMMUG00000000065,CCDC181
ENSMMUG00000015353,MRPS18C
ENSMMUG00000045654,TNF
ENSMMUG00000017872,RIOX2
ENSMMUG00000012126,LAMTOR2
ENSMMUG00000009198,BCL6
ENSMMUG00000004785,CCDC149
ENSMMUG00000013039,SLC19A2
ENSMMUG00000021186,ANLN
ENSMMUG00000030170,TMEM209
ENSMMUG00000017311,VPS50
ENSMMUG00000021712,UHRF1BP1
ENSMMUG00000009194,ANXA5
ENSMMUG00000022354,SLC35F1
ENSMMUG00000062024,NFKBIL1
ENSMMUG00000022993,C8B
ENSMMUG00000017223,SLC26A1
ENSMMUG00000009925,CEP135
ENSMMUG00000005250,SLC25A13
ENSMMUG00000013495,SSR2
ENSMMUG00000032300,FGFRL1
ENSMMUG00000014386,TCTE1
ENSMMUG00000042510,F5
ENSMMUG00000001571,CACYBP
ENSMMUG00000047621,TM4SF18
ENSMMUG00000004564,TTC39A
ENSMMUG00000052422,ATP6V1G2
ENSMMUG00000064807,NRN1
ENSMMUG00000005002,DENND4B
ENSMMUG00000001300,ACKR1
ENSMMUG00000051786,MRPL20
ENSMMUG00000023318,TRRAP
ENSMMUG00000015233,KDM5B
ENSMMUG00000003462,ANKRD6
ENSMMUG00000063426,HMX1
ENSMMUG00000015507,RNF212
ENSMMUG00000020954,CDC25A
ENSMMUG00000022992,C8A
ENSMMUG00000008839,DDX39B
ENSMMUG00000051176,MRPS14
ENSMMUG00000013044,SELP
ENSMMUG00000064455,TCF21
ENSMMUG00000018790,ACVR2B
ENSMMUG00000038349,ARL6
ENSMMUG00000000850,SST
ENSMMUG00000012112,RNF11
ENSMMUG00000022920,TBPL1
ENSMMUG00000016382,PEX7
ENSMMUG00000001297,CADM3
ENSMMUG00000048882,KIAA0408
ENSMMUG00000013782,LAMA4
ENSMMUG00000018980,TM4SF4
ENSMMUG00000000545,TNN
ENSMMUG00000002696,GATAD2B
ENSMMUG00000015350,HELQ
ENSMMUG00000010408,FYB2
ENSMMUG00000022921,SLC2A12
ENSMMUG00000008251,CFAP126
ENSMMUG00000005092,ARHGEF2
ENSMMUG00000022184,CEP85L
ENSMMUG00000012411,SDHC
ENSMMUG00000060152,SLC25A34
ENSMMUG00000016352,FARS2
ENSMMUG00000013004,MASP1
ENSMMUG00000045179,AGPAT3
ENSMMUG00000000546,KIAA0040
ENSMMUG00000013566,IL20RA
ENSMMUG00000008838,MCCD1
ENSMMUG00000001216,MPZ
ENSMMUG00000016831,DGKI
ENSMMUG00000018983,COMMD2
ENSMMUG00000019057,CDKN2C
ENSMMUG00000016281,PLEKHM2
ENSMMUG00000023000,MEP1A
ENSMMUG00000016917,UBP1
ENSMMUG00000008140,SGK1
ENSMMUG00000009611,VIPR2
ENSMMUG00000018384,SMAD1
ENSMMUG00000019482,INTS3
ENSMMUG00000008323,CTBP1
ENSMMUG00000060440,LGI2
ENSMMUG00000042475,PCP4L1
ENSMMUG00000019056,FAF1
ENSMMUG00000014652,THEMIS
ENSMMUG00000013007,RTP4
ENSMMUG00000010406,PRKAA2
ENSMMUG00000056340,SPDEF
ENSMMUG00000015825,SCN5A
ENSMMUG00000005382,MMAA
ENSMMUG00000052643,RTP1
ENSMMUG00000012304,RRP1
ENSMMUG00000015723,TNR
ENSMMUG00000010060,SSMEM1
ENSMMUG00000031534,ANKUB1
ENSMMUG00000007811,PACSIN1
ENSMMUG00000020803,SAMD9L
ENSMMUG00000010703,KIAA0895
ENSMMUG00000019254,PLA2G7
ENSMMUG00000007706,DBT
ENSMMUG00000000170,SAMD9
ENSMMUG00000017849,KLHL12
ENSMMUG00000021607,ZNF589
ENSMMUG00000014905,ST6GAL1
ENSMMUG00000019252,TDRD6
ENSMMUG00000003582,MXRA8
ENSMMUG00000023335,RNF13
ENSMMUG00000015827,SCN10A
ENSMMUG00000019377,CPA4
ENSMMUG00000008698,CDK6
ENSMMUG00000060496,TOMM40L
ENSMMUG00000019916,PDCD2
ENSMMUG00000030280,MOB1B
ENSMMUG00000003078,NME6
ENSMMUG00000031439,FBXL2
ENSMMUG00000005380,ZNF827
ENSMMUG00000062457,PDXK
ENSMMUG00000008357,MAEA
ENSMMUG00000023718,SYNPR
ENSMMUG00000008869,TNFAIP3
ENSMMUG00000019917,TBP
ENSMMUG00000019250,SLC25A27
ENSMMUG00000049153,SPINK8
ENSMMUG00000012175,PRIMPOL
